userId,achievementId,rep,totalCorrectGroupPredictions
26887056,18022,100,15
26887056,18023,700,15
38044946,18022,100,3
73346665,18022,100,2
53922557,18022,100,9
53922557,18023,700,9
20467867,18022,100,8
20467867,18023,700,8
23876359,18022,100,13
23876359,18023,700,13
19368765,18022,100,12
19368765,18023,700,12
26217561,18022,100,9
26217561,18023,700,9
27932604,18022,100,2
74545197,18022,100,21
74545197,18023,700,21
74545197,18024,900,21
9036703,18022,100,10
9036703,18023,700,10
32605958,18022,100,13
32605958,18023,700,13
73640255,18022,100,2
29600576,18022,100,21
29600576,18023,700,21
29600576,18024,900,21
19908132,18022,100,19
19908132,18023,700,19
19908132,18024,900,19
23428805,18022,100,16
23428805,18023,700,16
23428805,18024,900,16
30079961,18022,100,2
19374967,18022,100,8
19374967,18023,700,8
33206799,18022,100,7
38868169,18022,100,24
38868169,18023,700,24
38868169,18024,900,24
14427025,18022,100,23
14427025,18023,700,23
14427025,18024,900,23
76921755,18022,100,1
33330335,18022,100,5
25285714,18022,100,17
25285714,18023,700,17
25285714,18024,900,17
53785113,18022,100,1
35721346,18022,100,21
35721346,18023,700,21
35721346,18024,900,21
38925439,18022,100,3
3344,18022,100,10
3344,18023,700,10
28088887,18022,100,1
71919993,18022,100,1
16432289,18022,100,6
35418634,18022,100,16
35418634,18023,700,16
35418634,18024,900,16
21574676,18022,100,26
21574676,18023,700,26
21574676,18024,900,26
17580117,18022,100,20
17580117,18023,700,20
17580117,18024,900,20
35992589,18022,100,4
74463479,18022,100,2
76467127,18022,100,12
76467127,18023,700,12
73677694,18022,100,1
48516725,18022,100,7
35757052,18022,100,1
28915436,18022,100,2
14383396,18022,100,2
16172353,18022,100,12
16172353,18023,700,12
76555777,18022,100,3
48917065,18022,100,3
39330688,18022,100,3
73828547,18022,100,2
29723263,18022,100,2
72992185,18022,100,2
47320421,18022,100,3
76852650,18022,100,3
39255515,18022,100,1
31615595,18022,100,20
31615595,18023,700,20
31615595,18024,900,20
76464423,18022,100,3
75351879,18022,100,2
11111365,18022,100,3
28339663,18022,100,25
28339663,18023,700,25
28339663,18024,900,25
37694842,18022,100,1
39700665,18022,100,2
73852357,18022,100,1
43210096,18022,100,9
43210096,18023,700,9
56419065,18022,100,7
60089425,18022,100,10
60089425,18023,700,10
35556347,18022,100,23
35556347,18023,700,23
35556347,18024,900,23
19271141,18022,100,8
19271141,18023,700,8
25213263,18022,100,19
25213263,18023,700,19
25213263,18024,900,19
32640117,18022,100,2
76897002,18022,100,6
76955815,18022,100,2
37400949,18022,100,3
39499646,18022,100,2
74394820,18022,100,4
15465005,18022,100,16
15465005,18023,700,16
15465005,18024,900,16
36999066,18022,100,1
60116869,18022,100,2
18299919,18022,100,1
2009999,18022,100,4
34272565,18022,100,7
33885503,18022,100,18
33885503,18023,700,18
33885503,18024,900,18
75688424,18022,100,5
27526276,18022,100,1
75983339,18022,100,12
75983339,18023,700,12
31575854,18022,100,3
11110818,18022,100,6
36169624,18022,100,3
15072047,18022,100,1
75900051,18022,100,2
75396901,18022,100,20
75396901,18023,700,20
75396901,18024,900,20
39357110,18022,100,2
27410831,18022,100,1
19093115,18022,100,24
19093115,18023,700,24
19093115,18024,900,24
36383902,18022,100,12
36383902,18023,700,12
40617323,18022,100,1
20780610,18022,100,10
20780610,18023,700,10
21253388,18022,100,2
44008800,18022,100,25
44008800,18023,700,25
44008800,18024,900,25
19725880,18022,100,10
19725880,18023,700,10
75828557,18022,100,3
37001295,18022,100,1
19283085,18022,100,4
76138399,18022,100,7
27429605,18022,100,17
27429605,18023,700,17
27429605,18024,900,17
21331182,18022,100,1
890,18022,100,2
38702550,18022,100,3
36655171,18022,100,4
76086487,18022,100,10
76086487,18023,700,10
25660461,18022,100,3
24393522,18022,100,2
55152377,18022,100,1
31524476,18022,100,2
38868959,18022,100,2
21371742,18022,100,11
21371742,18023,700,11
24593427,18022,100,8
24593427,18023,700,8
435,18022,100,2
13045532,18022,100,3
44869613,18022,100,3
20249117,18022,100,10
20249117,18023,700,10
13534969,18022,100,3
75203836,18022,100,7
24460568,18022,100,1
31261548,18022,100,3
16111999,18022,100,21
16111999,18023,700,21
16111999,18024,900,21
42739678,18022,100,3
27156108,18022,100,7
24108060,18022,100,5
72974518,18022,100,21
72974518,18023,700,21
72974518,18024,900,21
33759597,18022,100,18
33759597,18023,700,18
33759597,18024,900,18
33784007,18022,100,3
12350409,18022,100,21
12350409,18023,700,21
12350409,18024,900,21
34344993,18022,100,2
23702800,18022,100,3
76834100,18022,100,2
41984564,18022,100,6
26940275,18022,100,3
75492926,18022,100,4
76878538,18022,100,2
73391164,18022,100,2
25322175,18022,100,3
21058967,18022,100,1
57110885,18022,100,1
23087711,18022,100,25
23087711,18023,700,25
23087711,18024,900,25
74203416,18022,100,8
74203416,18023,700,8
15808584,18022,100,23
15808584,18023,700,23
15808584,18024,900,23
30756691,18022,100,3
35062548,18022,100,21
35062548,18023,700,21
35062548,18024,900,21
32030756,18022,100,1
36050531,18022,100,22
36050531,18023,700,22
36050531,18024,900,22
36531355,18022,100,1
74581725,18022,100,6
33549531,18022,100,7
76362057,18022,100,1
74493920,18022,100,2
41878805,18022,100,7
30050,18022,100,1
39918354,18022,100,3
37797856,18022,100,21
37797856,18023,700,21
37797856,18024,900,21
38117473,18022,100,1
75080023,18022,100,2
36924038,18022,100,1
9447410,18022,100,25
9447410,18023,700,25
9447410,18024,900,25
20990103,18022,100,18
20990103,18023,700,18
20990103,18024,900,18
33323646,18022,100,1
30313656,18022,100,1
41875353,18022,100,3
66655025,18022,100,1
39496641,18022,100,4
18486540,18022,100,22
18486540,18023,700,22
18486540,18024,900,22
75028503,18022,100,23
75028503,18023,700,23
75028503,18024,900,23
40781180,18022,100,1
6638744,18022,100,2
18128210,18022,100,2
57906853,18022,100,20
57906853,18023,700,20
57906853,18024,900,20
75070913,18022,100,9
75070913,18023,700,9
58561169,18022,100,19
58561169,18023,700,19
58561169,18024,900,19
17167964,18022,100,19
17167964,18023,700,19
17167964,18024,900,19
64559073,18022,100,5
67084337,18022,100,4
16777778,18022,100,1
76345356,18022,100,10
76345356,18023,700,10
67777777,18022,100,22
67777777,18023,700,22
67777777,18024,900,22
10479113,18022,100,3
66890213,18022,100,1
32616124,18022,100,18
32616124,18023,700,18
32616124,18024,900,18
33027074,18022,100,1
31170362,18022,100,3
36299955,18022,100,2
61047373,18022,100,9
61047373,18023,700,9
76921500,18022,100,1
23821743,18022,100,16
23821743,18023,700,16
23821743,18024,900,16
7111111,18022,100,15
7111111,18023,700,15
22027722,18022,100,23
22027722,18023,700,23
22027722,18024,900,23
42246807,18022,100,8
42246807,18023,700,8
43646914,18022,100,19
43646914,18023,700,19
43646914,18024,900,19
74630893,18022,100,2
37037960,18022,100,1
74931877,18022,100,2
25736012,18022,100,2
22993346,18022,100,4
31352435,18022,100,23
31352435,18023,700,23
31352435,18024,900,23
75980551,18022,100,4
76719822,18022,100,2
43333184,18022,100,3
36191056,18022,100,23
36191056,18023,700,23
36191056,18024,900,23
35240288,18022,100,13
35240288,18023,700,13
26568794,18022,100,3
26900767,18022,100,15
26900767,18023,700,15
36930421,18022,100,17
36930421,18023,700,17
36930421,18024,900,17
13490193,18022,100,24
13490193,18023,700,24
13490193,18024,900,24
20160106,18022,100,22
20160106,18023,700,22
20160106,18024,900,22
76880070,18022,100,7
10515615,18022,100,4
24987625,18022,100,20
24987625,18023,700,20
24987625,18024,900,20
22422737,18022,100,5
43922879,18022,100,18
43922879,18023,700,18
43922879,18024,900,18
34622227,18022,100,2
32285422,18022,100,21
32285422,18023,700,21
32285422,18024,900,21
47792569,18022,100,18
47792569,18023,700,18
47792569,18024,900,18
24976119,18022,100,15
24976119,18023,700,15
41170170,18022,100,1
38114203,18022,100,2
66619441,18022,100,1
29277769,18022,100,2
76925861,18022,100,1
19549183,18022,100,8
19549183,18023,700,8
20995925,18022,100,2
25838726,18022,100,8
25838726,18023,700,8
76415397,18022,100,7
73878603,18022,100,16
73878603,18023,700,16
73878603,18024,900,16
20272247,18022,100,3
29505621,18022,100,21
29505621,18023,700,21
29505621,18024,900,21
34098396,18022,100,1
57911781,18022,100,2
73264793,18022,100,2
28476176,18022,100,7
76846590,18022,100,17
76846590,18023,700,17
76846590,18024,900,17
4414444,18022,100,12
4414444,18023,700,12
36427676,18022,100,8
36427676,18023,700,8
27866240,18022,100,3
26142437,18022,100,3
25693168,18022,100,3
74072581,18022,100,4
17171711,18022,100,7
42775270,18022,100,16
42775270,18023,700,16
42775270,18024,900,16
36030656,18022,100,24
36030656,18023,700,24
36030656,18024,900,24
38011862,18022,100,1
36518362,18022,100,3
32516091,18022,100,19
32516091,18023,700,19
32516091,18024,900,19
9407061,18022,100,24
9407061,18023,700,24
9407061,18024,900,24
31905290,18022,100,18
31905290,18023,700,18
31905290,18024,900,18
31209897,18022,100,1
35323671,18022,100,4
36860846,18022,100,3
19153383,18022,100,1
74437376,18022,100,2
29718096,18022,100,2
75097997,18022,100,3
30847489,18022,100,8
30847489,18023,700,8
31433037,18022,100,1
17361510,18022,100,21
17361510,18023,700,21
17361510,18024,900,21
40203572,18022,100,1
28169123,18022,100,2
34205242,18022,100,1
35771282,18022,100,16
35771282,18023,700,16
35771282,18024,900,16
75824372,18022,100,1
50291485,18022,100,3
38639194,18022,100,5
31957477,18022,100,11
31957477,18023,700,11
16288401,18022,100,21
16288401,18023,700,21
16288401,18024,900,21
34609195,18022,100,5
28448703,18022,100,3
23014717,18022,100,3
43739075,18022,100,3
76159336,18022,100,2
76579955,18022,100,7
32503456,18022,100,1
76092844,18022,100,8
76092844,18023,700,8
75507783,18022,100,1
19190106,18022,100,3
42678601,18022,100,15
42678601,18023,700,15
33849043,18022,100,2
75054444,18022,100,7
76239754,18022,100,5
70596393,18022,100,26
70596393,18023,700,26
70596393,18024,900,26
31181718,18022,100,1
43282723,18022,100,19
43282723,18023,700,19
43282723,18024,900,19
26452614,18022,100,2
31876800,18022,100,5
55687673,18022,100,6
12505604,18022,100,6
35005348,18022,100,16
35005348,18023,700,16
35005348,18024,900,16
38772045,18022,100,1
16074629,18022,100,8
16074629,18023,700,8
12800000,18022,100,15
12800000,18023,700,15
38223333,18022,100,2
29904149,18022,100,2
72949501,18022,100,2
75889428,18022,100,2
6457158,18022,100,6
14114942,18022,100,10
14114942,18023,700,10
24802450,18022,100,7
73947103,18022,100,3
33964039,18022,100,3
28180257,18022,100,23
28180257,18023,700,23
28180257,18024,900,23
38118587,18022,100,5
24180606,18022,100,2
73908927,18022,100,15
73908927,18023,700,15
38326669,18022,100,3
7889977,18022,100,5
31481128,18022,100,22
31481128,18023,700,22
31481128,18024,900,22
13427903,18022,100,11
13427903,18023,700,11
16612214,18022,100,1
34097813,18022,100,4
27527716,18022,100,3
3353943,18022,100,15
3353943,18023,700,15
19806833,18022,100,2
27671446,18022,100,1
75302311,18022,100,1
6424008,18022,100,2
75877392,18022,100,6
35506470,18022,100,13
35506470,18023,700,13
60894929,18022,100,4
33495719,18022,100,28
33495719,18023,700,28
33495719,18024,900,28
26793399,18022,100,13
26793399,18023,700,13
73438418,18022,100,19
73438418,18023,700,19
73438418,18024,900,19
31503596,18022,100,7
19588255,18022,100,2
39799997,18022,100,1
59176,18022,100,19
59176,18023,700,19
59176,18024,900,19
35171268,18022,100,20
35171268,18023,700,20
35171268,18024,900,20
52810145,18022,100,2
29939409,18022,100,2
37654522,18022,100,1
30189555,18022,100,2
15000,18022,100,16
15000,18023,700,16
15000,18024,900,16
76923354,18022,100,2
34860568,18022,100,1
26389187,18022,100,3
76763169,18022,100,2
16167392,18022,100,2
22908461,18022,100,3
29987548,18022,100,2
26129911,18022,100,2
25350548,18022,100,19
25350548,18023,700,19
25350548,18024,900,19
24374151,18022,100,20
24374151,18023,700,20
24374151,18024,900,20
76294869,18022,100,5
2000,18022,100,1
19664814,18022,100,13
19664814,18023,700,13
26934271,18022,100,19
26934271,18023,700,19
26934271,18024,900,19
75780860,18022,100,20
75780860,18023,700,20
75780860,18024,900,20
25403926,18022,100,18
25403926,18023,700,18
25403926,18024,900,18
34067322,18022,100,1
21114557,18022,100,16
21114557,18023,700,16
21114557,18024,900,16
16774636,18022,100,1
75125324,18022,100,3
34683416,18022,100,3
7151348,18022,100,1
36393583,18022,100,2
73116550,18022,100,2
76505887,18022,100,13
76505887,18023,700,13
73867970,18022,100,17
73867970,18023,700,17
73867970,18024,900,17
32361623,18022,100,21
32361623,18023,700,21
32361623,18024,900,21
25543849,18022,100,3
202020,18022,100,16
202020,18023,700,16
202020,18024,900,16
7618333,18022,100,10
7618333,18023,700,10
76570184,18022,100,4
18398841,18022,100,5
38327713,18022,100,5
31150673,18022,100,23
31150673,18023,700,23
31150673,18024,900,23
29837330,18022,100,2
75831748,18022,100,4
16541298,18022,100,21
16541298,18023,700,21
16541298,18024,900,21
17273054,18022,100,15
17273054,18023,700,15
326,18022,100,1
32097374,18022,100,15
32097374,18023,700,15
26473915,18022,100,18
26473915,18023,700,18
26473915,18024,900,18
76300160,18022,100,7
31428781,18022,100,3
51838081,18022,100,11
51838081,18023,700,11
28975833,18022,100,16
28975833,18023,700,16
28975833,18024,900,16
28054141,18022,100,13
28054141,18023,700,13
25591044,18022,100,1
30067806,18022,100,19
30067806,18023,700,19
30067806,18024,900,19
31364765,18022,100,3
76851383,18022,100,3
61268593,18022,100,24
61268593,18023,700,24
61268593,18024,900,24
76724765,18022,100,1
74135654,18022,100,2
29120805,18022,100,1
17902220,18022,100,2
18239597,18022,100,3
28665577,18022,100,3
34096148,18022,100,3
35891391,18022,100,24
35891391,18023,700,24
35891391,18024,900,24
73879448,18022,100,3
23054500,18022,100,4
19852521,18022,100,18
19852521,18023,700,18
19852521,18024,900,18
76006159,18022,100,1
15257756,18022,100,16
15257756,18023,700,16
15257756,18024,900,16
76655942,18022,100,2
76698898,18022,100,16
76698898,18023,700,16
76698898,18024,900,16
27877362,18022,100,3
20064127,18022,100,1
3839878,18022,100,9
3839878,18023,700,9
2040,18022,100,7
76937731,18022,100,2
21161806,18022,100,17
21161806,18023,700,17
21161806,18024,900,17
69235301,18022,100,2
70039649,18022,100,2
30644996,18022,100,2
35691145,18022,100,26
35691145,18023,700,26
35691145,18024,900,26
40688405,18022,100,10
40688405,18023,700,10
20657065,18022,100,2
52910665,18022,100,3
35057030,18022,100,5
30189747,18022,100,2
35992828,18022,100,9
35992828,18023,700,9
66377901,18022,100,3
5780439,18022,100,23
5780439,18023,700,23
5780439,18024,900,23
14604362,18022,100,6
31333892,18022,100,17
31333892,18023,700,17
31333892,18024,900,17
31823305,18022,100,1
26104446,18022,100,6
32581773,18022,100,20
32581773,18023,700,20
32581773,18024,900,20
76875886,18022,100,2
16895661,18022,100,3
37439501,18022,100,25
37439501,18023,700,25
37439501,18024,900,25
20043927,18022,100,20
20043927,18023,700,20
20043927,18024,900,20
21063300,18022,100,1
22951784,18022,100,8
22951784,18023,700,8
73929565,18022,100,2
75972573,18022,100,14
75972573,18023,700,14
35405968,18022,100,5
57671701,18022,100,14
57671701,18023,700,14
76793880,18022,100,2
24870124,18022,100,2
32239786,18022,100,5
42946679,18022,100,3
30176180,18022,100,5
72820544,18022,100,5
25240407,18022,100,10
25240407,18023,700,10
43385839,18022,100,3
50542113,18022,100,4
76828589,18022,100,23
76828589,18023,700,23
76828589,18024,900,23
31525954,18022,100,2
73328887,18022,100,3
29560608,18022,100,1
26019093,18022,100,6
35040238,18022,100,21
35040238,18023,700,21
35040238,18024,900,21
74979021,18022,100,7
23935659,18022,100,21
23935659,18023,700,21
23935659,18024,900,21
35641496,18022,100,2
74769997,18022,100,5
34702993,18022,100,2
33299619,18022,100,2
14782384,18022,100,1
29158482,18022,100,1
69686461,18022,100,3
24730975,18022,100,4
67792893,18022,100,8
67792893,18023,700,8
22709688,18022,100,18
22709688,18023,700,18
22709688,18024,900,18
40051663,18022,100,12
40051663,18023,700,12
10356884,18022,100,6
31862843,18022,100,2
20622030,18022,100,12
20622030,18023,700,12
28776461,18022,100,1
72843460,18022,100,1
44121028,18022,100,18
44121028,18023,700,18
44121028,18024,900,18
33126578,18022,100,1
42767245,18022,100,16
42767245,18023,700,16
42767245,18024,900,16
31889422,18022,100,24
31889422,18023,700,24
31889422,18024,900,24
32219925,18022,100,5
31279245,18022,100,3
73033203,18022,100,3
75323817,18022,100,1
26335870,18022,100,15
26335870,18023,700,15
24927043,18022,100,22
24927043,18023,700,22
24927043,18024,900,22
74417756,18022,100,8
74417756,18023,700,8
28110692,18022,100,1
18475112,18022,100,25
18475112,18023,700,25
18475112,18024,900,25
10539439,18022,100,3
28694316,18022,100,1
72946512,18022,100,1
52822013,18022,100,3
37672569,18022,100,3
34067768,18022,100,22
34067768,18023,700,22
34067768,18024,900,22
38385741,18022,100,1
76534131,18022,100,17
76534131,18023,700,17
76534131,18024,900,17
45669961,18022,100,1
27227849,18022,100,1
31014275,18022,100,20
31014275,18023,700,20
31014275,18024,900,20
17629066,18022,100,14
17629066,18023,700,14
35303477,18022,100,19
35303477,18023,700,19
35303477,18024,900,19
4051059,18022,100,2
17417620,18022,100,1
76162107,18022,100,1
76611084,18022,100,2
26409042,18022,100,3
75562134,18022,100,5
44960469,18022,100,17
44960469,18023,700,17
44960469,18024,900,17
74015356,18022,100,24
74015356,18023,700,24
74015356,18024,900,24
75352785,18022,100,23
75352785,18023,700,23
75352785,18024,900,23
26808912,18022,100,21
26808912,18023,700,21
26808912,18024,900,21
61258241,18022,100,1
37939166,18022,100,7
20917564,18022,100,2
67402981,18022,100,2
19560862,18022,100,20
19560862,18023,700,20
19560862,18024,900,20
48657149,18022,100,19
48657149,18023,700,19
48657149,18024,900,19
63107653,18022,100,6
73431341,18022,100,2
11555634,18022,100,23
11555634,18023,700,23
11555634,18024,900,23
20474831,18022,100,10
20474831,18023,700,10
35107956,18022,100,11
35107956,18023,700,11
32590107,18022,100,1
9705956,18022,100,2
36650341,18022,100,22
36650341,18023,700,22
36650341,18024,900,22
75603194,18022,100,19
75603194,18023,700,19
75603194,18024,900,19
17999444,18022,100,2
19269648,18022,100,18
19269648,18023,700,18
19269648,18024,900,18
21594837,18022,100,18
21594837,18023,700,18
21594837,18024,900,18
18842173,18022,100,7
9115148,18022,100,13
9115148,18023,700,13
76825051,18022,100,5
32448381,18022,100,24
32448381,18023,700,24
32448381,18024,900,24
9770373,18022,100,1
31253779,18022,100,12
31253779,18023,700,12
32696911,18022,100,4
62841837,18022,100,6
14312762,18022,100,6
76808417,18022,100,8
76808417,18023,700,8
75900000,18022,100,27
75900000,18023,700,27
75900000,18024,900,27
4927742,18022,100,1
30404977,18022,100,16
30404977,18023,700,16
30404977,18024,900,16
41809190,18022,100,22
41809190,18023,700,22
41809190,18024,900,22
65111,18022,100,8
65111,18023,700,8
33455671,18022,100,14
33455671,18023,700,14
25542361,18022,100,5
75207115,18022,100,1
73668158,18022,100,13
73668158,18023,700,13
66977725,18022,100,6
31919557,18022,100,20
31919557,18023,700,20
31919557,18024,900,20
41854650,18022,100,7
39892929,18022,100,20
39892929,18023,700,20
39892929,18024,900,20
17603729,18022,100,4
75872354,18022,100,2
15032320,18022,100,22
15032320,18023,700,22
15032320,18024,900,22
74939052,18022,100,2
76636816,18022,100,12
76636816,18023,700,12
31039127,18022,100,22
31039127,18023,700,22
31039127,18024,900,22
76525551,18022,100,4
38061409,18022,100,14
38061409,18023,700,14
28895488,18022,100,14
28895488,18023,700,14
76893607,18022,100,2
37656044,18022,100,12
37656044,18023,700,12
34181530,18022,100,22
34181530,18023,700,22
34181530,18024,900,22
75450730,18022,100,5
38748638,18022,100,11
38748638,18023,700,11
24796146,18022,100,8
24796146,18023,700,8
34271422,18022,100,17
34271422,18023,700,17
34271422,18024,900,17
35949238,18022,100,2
38514756,18022,100,3
39305192,18022,100,1
22954279,18022,100,7
24362455,18022,100,22
24362455,18023,700,22
24362455,18024,900,22
76962011,18022,100,1
75438000,18022,100,6
14973271,18022,100,2
32263386,18022,100,2
36923868,18022,100,3
24068711,18022,100,1
25249144,18022,100,3
33162616,18022,100,22
33162616,18023,700,22
33162616,18024,900,22
41820125,18022,100,23
41820125,18023,700,23
41820125,18024,900,23
21457310,18022,100,5
75969042,18022,100,3
74932300,18022,100,3
20752717,18022,100,1
27350467,18022,100,1
38327839,18022,100,4
73899288,18022,100,21
73899288,18023,700,21
73899288,18024,900,21
37930886,18022,100,17
37930886,18023,700,17
37930886,18024,900,17
74457077,18022,100,2
23097006,18022,100,19
23097006,18023,700,19
23097006,18024,900,19
